judul_film,ringkasan_sinopsis,genre
Batas,Film ini bercerita tentang Jaleswari seorang wanita yang ditugaskan oleh lembaganya untuk menyelidiki kegiatan CSR (Corporate Social Responbility) dalam bidang pendidikan yang kegiatannya itu tidak berjalan sesuai rencana di perkampungan entikong Kalimantan barat. jales yang sedang mengandung dan baru saja ditinggalkan suaminya memaksakan diri untuk melakukan tugasnya itu.,Drama
Bayi ajaib,"Kosim (Muni Cader) dan Dorman (W.D. Mochtar) mengetahuinya adanya tambang intan di sebuah desa. Mereka berambisi untuk memenangkan kedudukan sebagai lurah yang kebetulan akan dilaksanakan di desa tersebut. Dorman yang berdarah Portugis memohon kepada arwah Alberto Domenique, nenek moyangnya yang dikubur di daerah itu akan membantu ambisinya. Sedangkan Kosim yang kaya setelah menemukan sebutir intan membagi uangnya kepada penduduk untuk mendapatkan simpati. Istri Kosim, Sumi (Rina Hassim) sedang mengandung. Dukun desa (Wolly Sutinah) melihat ada keganjilan dalam kandungan tersebut. Sumi ternyata pernah terperosok ke dalam kuburan Alberto Domenique. Ketika bayi Sumi lahir muncullah keanehan-keanehan, dimana bayi itu mempunyai sorotan mata yang membawa malapetaka. Kosim dan Dorman akhirnya tetap tidak mendapatkan posisi lurah namun keluarga Kosim dirundung malapetaka. Di klimaks film, bayi ajaib yang telah tumbuh menjadi anak bernama Didi itu disembuhkan oleh sesepuh desa (Musin Lubis) lewat doa bersama warga-warga desa tersebut.",Drama
Best Friend?,Tania adalah anak emas para guru karena dia pintar. Tapi teman-teman sekolahnya menganggapnya terlalu serius. Moli mahasiswa baru adalah kebalikan dari Tania. Tetapi murid lain juga menolaknya karena terlalu ekstrim. Tidak ada yang mau pergi dengan Moli kecuali Tania. Melihat kehidupan Moli Tania tiba-tiba merasa hidupnya sangat membosankan. Dia mulai melakukan semua hal yang dilakukan Moli - ngebut di mobil dugem rokok alkohol dan bahkan seks. Tania menikmati semua ini terutama perhatian yang didapatnya dari teman sekolahnya karena perubahan dalam dirinya. Ketika keluarganya mengetahui tentang perubahan dramatiknya Tania memilih untuk menjauh dari mereka. Namun pesta berakhir ketika Moli meninggalkannya. Dan Tania harus berjuang sendiri untuk menemukan jalan kembali ke jati dirinya.,Drama
Betapa damai hati kami,"jalan agama itu yang membawa kebahagiaan dan kedamaian. Sayangnya tujuan itu disajikan dengan gampangan dan sangat hitam-putih. Kedua orang tua Tiara dan kakak-kakaknya pada awal film ditunjukkan sebagai orang berada yang saleh. Tiba-tiba keluarga itu jadi berantakan. Tiba-tiba saleh kembali. Ketiba-tibaan ini juga menjadi mencolok karena sutradara banyak sekali menggunakan suara Tiara untuk bercerita secara ""off screen"". Tiara lalu bersekolah ke Yogya. Saat kenaikan kelas --lagi-lagi tiba-tiba-- semua keluarganya mati terbakar.",Drama
Blok M,Lola (Desy Ratnasari) yang kesepian di rumah membentuk geng dengan tiga teman wanitanya. Kegiatan mereka adalah berkeliling di Blok M yang pada saat itu menjadi miniatur Jakarta dengan segala kelebihannya. Siswa Cindy (Paramitha Rusady) dari sekolah yang sama secara diam-diam telah menjadi pelacur amatir (perempuan percobaan) karena tekanan ekonomi keluarga. Dia tinggal bersama ibunya yang sakit dan harus melanjutkan perawatan dan dua saudara kandungnya harus dibiayai. Lola tidak sengaja mengetahuinya jadi sempat berselisih dengan Cindy. Akhirnya Lola sadar akan kondisi Cindy dan mereka adalah teman.,Drama
Bukan sandiwara,Sepasang suami-istri (Roy Marten-Jenny Rachman) hidup saling setia namun terasa hambar karena tak punya anak. Lama-lama hubungan mereka terguncang juga. Suami sebagai diplomat dan berpos di Jepang menerima jalan keluar berupa pembuahan buatan bagi istrinya. Hanya saja sperma yang ditanam ternyata sperma Jepang hingga bayi yang lahir lebih mirip orang Jepang. Suami tak bisa menerima kenyataan ini. Anak yang diharapkan datang tetapi justru ini awal bencana.,Drama
Bumi Makin Panas,Maria yang semasa kecil penuh dengan kepahitan hidup karena telah membunuh ayahnya dan masuk penjara setelah dewasa menjadi pelacur. Maria kemudian berkenalan dengan Ari seorang pelukis yang kemudian menjadi kekasihnya hingga tak di sadari bahwa Maria telah hamil 2 bulan. Yanti yang telah menjadi tunangan Ari tak menerima kenyataan karena Ari lebih mencintai Maria. Yanti marah Yanti mengusir Maria dari rumah Ari. Lalu Yanti dengan sengaja menabrak Maria saat Maria membeli bunga. Sehingga Maria mengalami pendarahan masuk rumah sakit dan akhirnya bayinya keguguran. Disaat Ari berada di rumah sakit bersama Maria. Yanti mengobrak abrik rumah Ari. Tanpa sengaja Yanti melempar benda ke arah anjing peliharaan Ari. Sehingga dengan cepat anjing tersebut mengamuk dan mencakar-cakar wajah Yanti. Dengan waktu bersamaan Ari pun datang. Yanti berteriak minta tolong. Ari pun melepaskan tembakan kepada anjingnya hingga mati seketika. Disaat Yanti masuk rumah sakit karena luka yang di deritanya. Yanti melarikan diri saat tengah malam. Setelah Yanti sampai dirumah Ari. Yanti menelepon Maria dan meminta Maria segera datang karena Ari kecelakaan. Padahal saat itu Ari sedang tak ada dirumah. Yanti sengaja mematikan lampu di rumah Ari. Dengan senapan di tangan Yanti. Yanti melepaskan dua tembakan ke seseorang yang baru datang yang di sangka orang tersebut adalah Maria. Dan saat Maria tiba di rumah Ari Maria pun menyaksikan bahwa Ari tewas di tangan Yanti.,Drama
Busana dalam mimpi,"Mayang (Jenny Rachman) putri tunggal pengusaha kaya tak pernah mendapat perhatian. Ia kenal dengan Krishna (Herman Felani) yang punya nenek yang cukup tua (Marlia Hardi). Di saat terakhir hidupnya sang nenek selalu merindukan hadirnya sang cucu yang sudah lama meninggal tetapi oleh anak-anaknya dikatakan masih studi di Amerika Serikat. Berkat tipu muslihat Bibi Riri (Rima Melati) Mayang dijadikan cucu yang sudah meninggal itu. Lama-lama Mayang jadi tahu belat-belit masalah keluarga ini. Sang cucu yang dirindukan nenek itu mati bunuh diri karena dipaksa pisah dari suaminya yang biseksual. Sang nenek akhirnya tahu penyamaran Mayang tetapi malah bersekongkol untuk ""membahagiakan"" anak cucunya yang sebenarnya seharusnya dikasihani. Mayang sendiri mendapatkan apa yang lama hilang dari dirinya.",Drama
Catatan akhir sekolah,Sebuah film yang megisahkan kehidupan sekolah tentang masa masa sma yang yang sulit untuk dilupakan. “catatan akhir sekolah) mengisahkan tentang tiga remaja biasa yang duduk di kelas 3 sma. Ketiga remaja yang dikenal dengan sebutan 3a tersebut yaitu agni (ramon j. Tungka) yang berkacamata dan keras kepala alde (marcel chandrawinata) yang tampan namun pemalu dan arian (vino g. Bastian) yang meledak-ledak. Mereka tidak begitu menonjol di sekolahnya dan ingin dikenal oleh semua siswa di sekolah tersebut. Karena existensi akhirnya mereka menginginkan agar nama mereka terkenal disekolahhya. Mereka memiliki rencana untuk membuat sebuah film dokumenter tentang kejadian sehari-hari di sekolah kegiatan kegiatan yang berhubungan dengan masa masa sma yang nantinya akan ditayangkan di pentas seni akhir tahun.,Drama
Cherrybelle's: Crush,Cherrybelle yang beranggotakan Cherly Angel Gigi Anisa Ryn Steffy Felly Kezia dan Christy diminta oleh sang produser untuk membuat koreografi tari baru. Hal itu demi kepentingan image Cherrybelle yang lebih progresif dibandingkan girlband lain di Indonesia. Pihak manajemen pun mendatangkan pelatih baru Andre yang dikenal sebagai penari senior yang handal di Jakarta. Andre setuju untuk melatih karena dia tahu bahwa Cherrybelle adalah girlband yang punya komitmen tinggi terutama dalam menaati peraturan manajemen salah satunya adalah tidak menjalin hubungan personal dengan pelatih. Kehadiran Andre yang kharismatik membuat anggota cherrybelle salah tingkah terutama Kezia. Hingga suatu hari Andre menemukan surat cinta dari penggemar rahasia. Hal ini membuat Andre marah apalagi Cherrybelle banyak melakukan pelanggaran terutama soal disiplin. Andre meminta anggota cherrybelle untuk mengaku siapa yang menulis surat cinta tersebut tapi tidak ada satu pun yang mengaku. Hal ini membuat Andre kecewa dan memutuskan untuk berhenti mengajar. Cherly sebagai ketua Cherrybelle merasa bersalah. Ketika dia mencari Andre Cherly mengetahui bahwa Andre sudah pergi ke kota Glenmore. Menurut Ryn kota tersebut berada di Australia. Tepatnya di dekat kota Melbourne. Sementara itu Angel menghadapi persoalannya sendiri. Kakaknya Karen yang sudah setahun ini tinggal di Melbourne terus menghina Angel yang dianggap menghabiskan waktu dengan Cherrybelle yang di mata Karen hanyalah kelompok sirkus.,Drama
Cita-Citaku setinggi tanah,Cita-citaku setinggi tanah menceritakan tentang kehidupan sederhana milik agus. Agus sendiri tinggal di daerah kecil yaitu muntilan jawa tengah. Ayah agus sendiri bekerja di sebuah pabrik tahu dengan penghasilan yang tentunya tidak seberapa. Sedangkan ibu agus hanyalah seorang ibu rumah tangga biasa. Namun selain sebagai ibu rumah tangga ternyata ibu agus juga mahir membuat tahu bacem. Tahu bacem buatan ibu agus cukup diminati oleh orang-orang. Segala kebiasaan hidup yang sederhana serta serba terbatas membentuk karakter dari agus. Sehingga agus tak pernah melihat yang muluk-muluk dari hidupnya dan membayangkan terlalu tinggi dari apa yang sudah menjadi porsi hidupnya. Agus kecil hanya ingin menjalani hidupnya dengan apa adanya dan tanpa harus memandang impian yang terlalu tinggi. Suatu ketika di sekolah agus ibu guru memerintahkan semua siswanya untuk membuat sebuah karangan tentang cita-cita mereka. Tugas tersebut membuat agus menjadi gelisah karena ia bingung apa sebenarnya cita-cita yang ia miliki. Apalagi cita-cita yang selalu dikonotasikan sebagai sebuah harapan yang tinggi selalu berada di sisi gelap pikiran agus. Sesuatu yang sulit sekali untuk bisa ia pahami. Apalagi ketika agus mengetahui tentang cita-cita milik teman-temannya yang mayoritas memiliki cita-cita yang tinggi. Sebut saja seperti salah satu temannya yaitu sri. Ternyata cita-cita sri adalah ingin menjadi artis terkenal. Hal tersebut juga tidak lepas dari dorongan ibunya. Bahkan sri meminta agar ia dipanggil ‘mey’. Karena menurutnya nama sri tidak cocok untuk disandingkan dengan nama seorang artis. Kemudian ada jono yang memiliki cita-cita menjadi tentara. Hal tersebut ia perlihatkan di kehidupan sehari-harinya. Di sekolah ia senang sekali memerintahakn sesuatu terhadap orang lain. Selain itu jono juga menjadi ketua kelas karena sifatnya yang seorang pemimpin. Lalu ada puji yang memiliki sifat selalu membantu orang lain. Namun sebenarnya sifat tersebut dilakukan dengan suka rela namun karena puji ingin mendapatkan pujian dari orang lain. Melihat cita-cita temannya kemudian agus menulis cita-cita miliknya sendiri. Yaitu ia ingin bisa makan di restoran padang. Hal tersebut tidak lepas karena agus terlalu sering makan dengan tahu bacem sehingga ia ingin merasakan bisa makan masakan padang yang terkenal enak. Tentu saja cita-cita milik agus ditertawai oleh teman-temannya. Karena ketika teman-temannya yang lain memiliki cita-cita setinggi langit maka agus hanya memiliki cita-cita setinggi tanah.,Drama
CJR the Movie: Lawan Rasa Takutmu,Keputusan Bastian untuk mengundurkan diri dari Coboy Junior membuat Iqbal Aldi dan Kiki merasa tersesat. Beruntung mereka memiliki produser seperti Patrick (Abimana Aryasatya) yang selalu hadir untuk memberi semangat. Patrick juga mengundang mereka untuk melakukan perjalanan keliling Australia di perusahaan Jimmy (Arie curly) yang memenangkan taruhan melawan Joshua (Ernest Prakasa). Selama mereka tinggal di Australia banyak pengalaman dan pembelajaran: bertemu dengan Emmanuel Kelly (kontestan X Factor Australia) yang memiliki keterbatasan fisik tetapi masih bekerja dengan semangat jujur ​​dan tulus untuk melakukan Sky Diving jadi Iqbal Aldy dan Kiky bisa melawan rasa takut. Selama tinggal di Australia Iqbal Aldi dan Kiki juga memiliki pelatihan vokal dan fisik dengan D-Doc (Rio Dewanto) dan Melisa yang dikenal tegas dan sangat disiplin. Akhirnya mereka kembali ke Indonesia. Ujian sesungguhnya yang mereka hadapi adalah saat melakukan konser yang hebat. Banyak cobaan yang mereka hadapi sebelum konser.,Drama
Dancing in the Rain,Eyang Uti (Christine Hakim) sangat sayang kepada cucunya yang bernama Banyu (Dimas Anggara) yang dititipkan kepadanya sejak kecil karena orangtuanya tidak mampu mengurusnya. Ketika mulai sekolah Eyang Uti menerima kenyataan bahwa ternyata Banyu menderita Spectrum Autis sehingga Banyu susah berinteraksi dengan lingkungannya. Tetapi kehadiran Radin (Deva Mahenra) yang selalu melindungi Banyu dan juga kehadiran Kinara (Bunga Zainal) membuat mereka bertiga bersahabat hingga dewasa.,Drama
Dendam dari Kuburan,Corry mengajak teman-temannya: Fatar Cheppy Farah Pingkan dan Rollad menginap di rumahnya. Hari pertama mereka habiskan dengan bersenang-senang penuh canda dan tawa serta saling ngerjain satu sama lainnya Hari kedua Rolland dan Pingkan menantang mereka meniti tali dari balkon rumah hingga ke pohon melintas sebuah kolam renang di bawahnya. Dalih mereka untuk menguji kekompakan antar pasangan. Cheppy dan Farah menentang ide Rolland dan Pingkan. Karena selain acara mereka bermalam di rumah Corry bukan untuk out bond juga tempatnya tidak layak disebut sebagai arena out bond Tapi Corry dan Fatar yang sedang saling kasmaran setuju dengan harapan selain untuk menguji adrenalin mereka juga ingin menikmati permainan itu berdua. Akhirnya Cheppy dan Farah pun tak bisa berbuat apa-apa kecuali mengiyakan. Ternyata justru musibah yang terjadi. Fatar dan Corry terhempas ke bawah dan meninggal. Kepala mereka membentur pinggir lantai kolam renang dan pecah. Darah pun berceceran ke mana-mana termasuk mengapung di atas air kolam. Mereka melihat Fatar masih bernafas dan berniat akan membawanya ke rumah sakit. Tapi baru berapa langkah mereka berjalan Fatar keburu menghembuskan nafasnya yang terakhir,Drama
Denias Senandung di atas awan,Film ini menceritakan tentang perjuangan seorang anak suku pedalaman Papua yang bernama Denias untuk mendapatkan pendidikan yang layak. Seluruh setting lokasi dilakukan di pulau Cendrawasih ini. Cerita dalam film ini merupakan adaptasi dari kisah nyata seorang anak Papua yang bernama Janias. Dalam film ini juga dapat kita lihat keindahan provinsi Papua yang berhasil direkam dengan begitu indahnya. Selain itu kesulitan dan perjuangannya dalam meraih cita-citanya pun tergambar dan diceritakan dengan baik di dalam film ini.,Drama
Detik Terakhir,Film ini menceritakan tentang Kinar seorang wartawati yang hendak mewawancari Regi (Cornelia Agatha) pecandu narkoba yang tinggal di sebuah pusat rehabilitasi. Meski awalnya enggan Regi akhirnya bersedia juga membeberkan pengalaman hidupnya. Meski ayahnya kaya Regi tak mendapatkan kebahagian hidup. Sejak kecil ia kurang kasih sayang. Setiap hari kedua orangtuanya selalu bertengkar dan biasanya berujung pada pemukulan ayahnya pada sang ibu. Secara kebetulan di kampus Regi pun berteman dengan orang-orang yang memiliki kisah hidup sama dengannya. Orangtua selalu bertengkar ayah selingkuh ibu pun tak mau kalah main gila dengan pria lain. Regi yang stres mulai merasa mendapatkan kebahagiaan ketika ia berkenalan dengan narkoba. Narkoba didapat Regi dari seorang pengedar bernama Rajib (Mike Muliadro). Lewat pria tampan itu juga akhirnya Regi bisa kenal dengan seorang perempuan bernama Vela (Susan) yang kemudian jadi pasangan lesbiannya.,Drama
Emak ingin naik haji,Emak ingin naik haji menceritakan tentang potret kehidupan emak (ati kanser zein) bersama anaknya zein (reza rahadian) yang telah menjadi duda. Sebagai pemeluk islam yang taat emak ingin menunaikan ibadah haji. Sayangnya dengan pekerjaan sehari-hari sebagai penjual kue tabungan emak jauh dari kata cukup untuk naik haji. Sementara tetangga emak yang kaya raya pak haji (didi petet) sudah beberapa kali menunaikan haji. Rasa iri untuk dapat menunaikan haji membuat emak mengumpulkan rupiah demi rupiah hasil jerih payahnya. Zein sangat mengerti keinginan emak dan berusaha membantu mewujudkan keinginannya tersebut dengan menjual lukisan karyanya. Namun ternyata hasil penjualan lukisan tidak mencukupi tabungan emak untuk naik haji. Suatu ketika mantan istri zein() datang dan meminta bantuan dana kepada zein karena anaknya sedang sakit. Zein tidak memberikan uang kepada mantan istrinya tersebut. Sebagai gantinya si mantan istri mengambil lukisan yang bagus dan menjualnya pada sebuah toko. Lukisan itu kemudian laku dengan harga lebih dari rp. 500. 000 tetapi mantan istri zein berbohong bahwa lukisan tersebut terjual dengan harga rp. 200. 000. Tak pantang menyerah zein kemudian mengambil pekerjaan sebagai sopir sekaligus pembantu di rumah tetangganya sambal mengumpulkan kupon gratis naik haji dari hasil berbelanja ke supermarket. Karena melihat emak membaca al-quran sambal menangis zein sempat nekat untuk mencuri uang. Usahanya diurungkan karena ia teringat emak membaca al-quran. Meskipun tidak jadi mencuri pak haji melihat ada tanda-tanda pencurian yang ditinggalkan zein. Zein kemudian dikejar oleh penjaga rumah pak haji. Beruntung zein dapat lolos dengan bersembungi di tengah kapal. Usaha zein tidak berhanti sampai di situ saja ia kemudian mencari koran yang ada undian naik haji gratis. Kebetulan kupon milik zein keluar sebagai pemenang undian haji tersebut. Dengan hati penuh suka cita zein bergegas menumui emak. Naas zein mengalami kecelakaan karena kurang berhati-hati di jalan. Ketika dibawa ke rumah sakit kebetulan saat itu pak haji sedang bersuka cita karena cucu laki-lakinya telah lahir ke dunia. Anak pak haji kemudian mengajak emak dan zein naik haji bersama sebagai syukuran dan dibayari oleh pak haji.,Drama
